cr_id,trial,producer_model,evaluator_model,run_id,available_modules,known_interfaces,ours_output_file,baseline_output_file,evaluation_output_file,winner,why,ours_total_score,baseline_total_score,pure_fr_ours,pure_fr_baseline,fr_dp_bridge_ours,fr_dp_bridge_baseline,dp_im_bridge_ours,dp_im_bridge_baseline,pure_im_ours,pure_im_baseline,fr_im_bridge_ours,fr_im_bridge_baseline
CR-NGHE-002,15,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-002_trial15_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial15_20260224_135316.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial15_20260224_135352.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=15",25,15,5,3,5,2,5,3,5,3,5,4
CR-NGHE-002,16,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-002_trial16_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial16_20260223_014509.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial16_20260223_014519.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,4,4,3,4,4,5,4
CR-NGHE-002,16,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-002_trial16_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial16_20260223_014509.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial16_20260223_014519.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=17",21,17,4,3,3,4,4,2,5,4,5,4
CR-NGHE-002,16,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-002_trial16_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial16_20260224_135523.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial16_20260224_135545.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=16",20,16,4,3,3,4,5,3,3,3,5,3
CR-NGHE-002,16,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-002_trial16_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial16_20260224_135523.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial16_20260224_135545.json,,TIE,"Score totals (excluding N/A): ours=18, baseline=18",18,18,3,2,3,4,4,4,4,5,4,3
CR-NGHE-002,16,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-002_trial16_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial16_20260224_135721.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial16_20260224_135759.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=17",23,17,5,2,5,4,5,4,4,2,4,5
CR-NGHE-002,16,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-002_trial16_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial16_20260224_135721.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial16_20260224_135759.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=21",25,21,5,4,5,4,5,4,5,4,5,5
CR-NGHE-002,17,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-002_trial17_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial17_20260223_014538.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial17_20260223_014549.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,4,4,3,4,4,5,4
CR-NGHE-002,17,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-002_trial17_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial17_20260223_014538.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial17_20260223_014549.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=17",20,17,4,3,3,4,4,2,4,4,5,4
CR-NGHE-002,17,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-002_trial17_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial17_20260224_135913.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial17_20260224_135933.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=20",22,20,5,4,3,5,5,4,4,4,5,3
CR-NGHE-002,17,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-002_trial17_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial17_20260224_135913.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial17_20260224_135933.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=17",23,17,4,2,5,4,5,4,5,4,4,3
CR-NGHE-002,17,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-002_trial17_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial17_20260224_140056.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial17_20260224_140137.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=16",22,16,2,4,5,2,5,3,5,3,5,4
CR-NGHE-002,17,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-002_trial17_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial17_20260224_140056.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial17_20260224_140137.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=18",25,18,5,3,5,3,5,4,5,4,5,4
CR-NGHE-002,18,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-002_trial18_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial18_20260223_014608.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial18_20260223_014618.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,4,4,3,4,4,5,4
CR-NGHE-002,18,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-002_trial18_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial18_20260223_014608.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial18_20260223_014618.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=17",20,17,4,3,3,4,4,2,4,4,5,4
CR-NGHE-002,18,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-002_trial18_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial18_20260224_140257.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial18_20260224_140323.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=15",23,15,5,2,5,3,4,3,4,4,5,3
CR-NGHE-002,18,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-002_trial18_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial18_20260224_140257.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial18_20260224_140323.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=14",19,14,4,2,4,2,3,4,4,3,4,3
CR-NGHE-002,18,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-002_trial18_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial18_20260224_140457.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial18_20260224_140531.json,,TIE,"Score totals (excluding N/A): ours=20, baseline=20",20,20,5,3,3,5,5,4,4,3,3,5
CR-NGHE-002,18,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-002_trial18_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial18_20260224_140457.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial18_20260224_140531.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=20",25,20,5,3,5,4,5,4,5,5,5,4
CR-NGHE-002,19,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-002_trial19_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial19_20260223_014637.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial19_20260223_014647.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=18",23,18,5,3,4,4,4,3,5,4,5,4
CR-NGHE-002,19,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-002_trial19_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial19_20260223_014637.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial19_20260223_014647.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=17",20,17,4,3,3,4,4,2,4,4,5,4
CR-NGHE-002,19,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-002_trial19_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial19_20260224_140648.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial19_20260224_140710.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=18",21,18,5,3,5,4,5,3,3,3,3,5
CR-NGHE-002,19,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-002_trial19_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial19_20260224_140648.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial19_20260224_140710.json,,BASELINE,"Score totals (excluding N/A): ours=16, baseline=17",16,17,4,2,2,3,4,3,4,5,2,4
CR-NGHE-002,19,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-002_trial19_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial19_20260224_140844.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial19_20260224_140923.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=14",24,14,5,3,5,2,5,3,4,2,5,4
CR-NGHE-002,19,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-002_trial19_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial19_20260224_140844.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial19_20260224_140923.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=18",25,18,5,3,5,3,5,4,5,4,5,4
CR-NGHE-002,20,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-002_trial20_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial20_20260223_014706.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial20_20260223_014716.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,4,4,3,4,4,5,4
CR-NGHE-002,20,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-002_trial20_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial20_20260223_014706.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial20_20260223_014716.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=17",21,17,4,3,3,4,4,2,5,4,5,4
CR-NGHE-002,20,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-002_trial20_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial20_20260224_141042.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial20_20260224_141120.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,5,3,3,4,3,4,3,3,5,3
CR-NGHE-002,20,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-002_trial20_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial20_20260224_141042.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial20_20260224_141120.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=13",21,13,4,2,4,3,4,3,5,3,4,2
CR-NGHE-002,20,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-002_trial20_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial20_20260224_141254.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial20_20260224_141332.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=13",25,13,5,2,5,2,5,2,5,4,5,3
CR-NGHE-002,20,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-002_trial20_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial20_20260224_141254.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial20_20260224_141332.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=17",25,17,5,2,5,3,5,4,5,5,5,3
CR-NGHE-002,21,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-002_trial21_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial21_20260223_014736.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial21_20260223_014745.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,4,4,3,4,4,5,4
CR-NGHE-002,21,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-002_trial21_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial21_20260223_014736.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial21_20260223_014745.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=17",20,17,4,3,3,4,4,2,4,4,5,4
CR-NGHE-002,21,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-002_trial21_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial21_20260224_141443.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial21_20260224_141501.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=17",20,17,4,3,3,4,5,4,3,3,5,3
CR-NGHE-002,21,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-002_trial21_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial21_20260224_141443.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial21_20260224_141501.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=15",19,15,3,2,4,3,4,4,4,4,4,2
CR-NGHE-002,21,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-002_trial21_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial21_20260224_141627.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial21_20260224_141704.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=18",21,18,3,4,5,3,5,4,3,4,5,3
CR-NGHE-002,21,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-002_trial21_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial21_20260224_141627.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial21_20260224_141704.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=19",25,19,5,3,5,4,5,4,5,4,5,4
CR-NGHE-002,22,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-002_trial22_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial22_20260223_014803.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial22_20260223_014812.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,4,4,3,4,4,5,4
CR-NGHE-002,22,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-002_trial22_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial22_20260223_014803.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial22_20260223_014812.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=17",20,17,4,3,3,4,4,2,4,4,5,4
CR-NGHE-002,22,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-002_trial22_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial22_20260224_141819.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial22_20260224_141835.json,,OURS,"Score totals (excluding N/A): ours=18, baseline=17",18,17,2,4,5,3,5,3,3,3,3,4
CR-NGHE-002,22,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-002_trial22_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-002_trial22_20260224_141819.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-002_trial22_20260224_141835.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=15",21,15,4,2,4,3,4,3,4,3,5,4
CR-NGHE-002,22,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-002_trial22_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial22_20260224_142010.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial22_20260224_142043.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=13",24,13,5,2,5,3,5,3,4,3,5,2
CR-NGHE-002,22,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-002_trial22_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-002_trial22_20260224_142010.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-002_trial22_20260224_142043.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=19",24,19,5,2,4,4,5,4,5,5,5,4
CR-NGHE-002,23,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-002_trial23_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial23_20260223_014832.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial23_20260223_014842.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,4,4,3,4,4,5,4
CR-NGHE-002,23,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-002_trial23_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-002_trial23_20260223_014832.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-002_trial23_20260223_014842.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=17",20,17,4,3,3,4,4,2,4,4,5,4
